authorId,name,Affiliations,Affiliation_type
7806657,Zhengwei Wu,Zhejiang University,university
3358986,Houyi Li,Northwestern University,university
1943322867,Yize Li,Home Depot,company
2144151933,Min Wu,Berkshire Hathaway,company
2108966388,Xiaojie Chen,The University of Sydney,university
2114147314,Xiaomeng Ye,Alphabet,company
24812041,Benquan Yu,Apple,company
2218569240,Xi Hu,New York University (NYU),university
8507683,Linjiang Zheng,Northwestern University,university
2145295170,Longhui Zhou,"University of California, Berkeley (UCB)",university
2145734797,Xin Zhao,National University of Singapore (NUS),university
2053831005,Li Liao,Cigna,company
48152160,Weining Liu,Massachusetts Institute of Technology (MIT) ,university
29908197,Sajid Mughal,Harvard University,university
3410738,Ismail Moghul,Institut Polytechnique de Paris,university
1624701041,Jing Yu,The Chinese University of Hong Kong (CUHK),university
2055223031,Tristan Clark,Humana,company
14700512,D. S. Gregory,Centene,company
48573031,Nikolas Pontikos,The University of Tokyo,university
2059684397,M. Haeusler,McKesson,company
1768034,Thomas Trojer,Valero Energy,company
2061622257,Johannes Kessler,McKesson,company
2540495,Matthias Farwick,McKesson,company
143909963,Emmanuel Nowakowski,Zhejiang University,university
1778015,R. Breu,Ford Motor,company
121066428,I. Dharmawan,Wells Fargo,company
2803317,R. Sarno,University of Cambridge,university
39565667,T. Konno,Lowe's,company
2967478,Runhe Huang,UCL,university
26150038,Tao Ban,University of Oxford,university
1801384,Chuanhe Huang,Meta Platforms,company
2981793,Yemna Sayeb,Northwestern University,university
1596123047,Radhouane Ayari,University of Cambridge,university
1596120258,Sarra Naceur,Phillips 66,company
1732949,H. Ghézala,New York University (NYU),university
2741023,Miyuru Dayarathna,Walmart,company
35709316,S. Bandara,Massachusetts Institute of Technology (MIT) ,university
35433878,N. Jayamaha,Tsinghua University,university
49627183,Mahen Herath,General Electric,company
35367497,Achala Madhushan,Massachusetts Institute of Technology (MIT) ,university
1971912,Sanath Jayasena,Kyoto University,university
2231831,T. Suzumura,Elevance Health,company
2158624,G. Hurlburt,McKesson,company
145078593,G. Thiruvathukal,UPS,company
119631208,Maria R. Lee,The University of New South Wales (UNSW Sydney),university
145280961,A. Chadzynski,Amazon,company
2544119,Nenad B. Krdzavac,University of Cambridge,university
2422137,Feroz Farazi,The Chinese University of Hong Kong (CUHK),university
94623991,Mei Qi Lim,MetLife,company
2135778121,Shiying Li,"University of California, Los Angeles (UCLA)",university
1729684244,Ayda Grisiute,Fannie Mae,company
71366148,P. Herthogs,University of Oxford,university
29914287,A. V. Richthofen,Intel,company
2091940634,Stephen Cairns,Zhejiang University,university
2062455872,Markus Kraft,Imperial College London,university
38421496,Alban Shoshi,University of Michigan-Ann Arbor,university
2040118,R. Hofestädt,Columbia University,university
4373076,O. Zolotareva,University of Pennsylvania,university
144294520,Marcel Friedrichs,Home Depot,company
2080135160,Alex Maier,Dell Technologies,company
2513276,V. Ivanisenko,Meta Platforms,company
144649232,V. Dosenko,Peking University,university
144098801,E. Bragina,The University of Melbourne,university
31764087,Mark D. Wilkinson,The Chinese University of Hong Kong (CUHK),university
1736389,M. Dumontier,The Chinese University of Hong Kong (CUHK),university
1975615,I. J. Aalbersberg,UPS,company
74186014,Gabrielle Appleton,Northwestern University,university
4006952,M. Axton,Walgreens Boots Alliance,company
20313879,A. Baak,Marathon Petroleum,company
2776517,N. Blomberg,Seoul National University,university
34945757,J. Boiten,Walgreens Boots Alliance,company
115529154,Luiz Olavo Bonino da Silva Santos,Fannie Mae,company
2048644,P. Bourne,Marathon Petroleum,company
47611747,J. Bouwman,Columbia University,university
2160154,A. Brookes,Institut Polytechnique de Paris,university
145469718,Tim Clark,Microsoft,company
3000963,M. Crosas,Alphabet,company
145479127,I. Dillo,Phillips 66,company
116235596,Olivier Dumon,Technical University of Munich,university
1940242,S. Edmunds,Tsinghua University,university
2185817,C. Evelo,Stanford University,university
2425367,R. Finkers,The Australian National University,university
1401553965,Alejandra N. González-Beltrán,FedEx,company
34071005,A. Gray,Cigna,company
143772714,Paul Groth,Apple,company
46555127,C. Goble,The University of Manchester,university
1736528,J. Grethe,Costco Wholesale,company
1699372,J. Heringa,Wells Fargo,company
1396879481,P. ’. ’t Hoen,The University of Manchester,university
2359250,R. Hooft,Kyoto University,university
145727607,Tobias Kuhn,Valero Energy,company
47044989,Ruben G. Kok,Kroger,company
1713683,J. Kok,University of Pennsylvania,university
4297975,S. Lusher,Target,company
2969738,M. Martone,Columbia University,university
6027579,Albert Mons,Intel,company
2455243,A. Packer,Ford Motor,company
2059300547,Bengt Persson,Imperial College London,university
1397958214,P. Rocca-Serra,Archer Daniels Midland,company
144140870,M. Roos,New York University (NYU),university
51420525,Rene C. van Schaik,University of Oxford,university
1760490,Susanna-Assunta Sansone,ExxonMobil,company
1883372,E. Schultes,CVS Health,company
2510671,T. Sengstag,Walgreens Boots Alliance,company
38261192,Ted Slater,University of Oxford,university
2013713,George O. Strawn,Cornell University,university
144034058,M. Swertz,MetLife,company
143962914,Mark Thompson,Humana,company
84257307,J. van der Lei,Comcast,company
11563451,E. V. van Mulligen,Walgreens Boots Alliance,company
3261874,Jan Velterop,Target,company
48709451,A. Waagmeester,Massachusetts Institute of Technology (MIT) ,university
1681130,P. Wittenburg,Microsoft,company
143780913,K. Wolstencroft,Princeton University,university
48019160,Jun Zhao,The London School of Economics and Political Science (LSE),university
1995836,B. Mons,University of Oxford,university
113087456,Dong Zhang,ETH Zurich - Swiss Federal Institute of Technology,university
3817732,Fangluan Gao,Elevance Health,company
5989466,Ivan Jakovlić,University of Oxford,university
2286418480,Hong Zhou,"Nanyang Technological University, Singapore (NTU)",university
2108930648,Jin Zhang,Northwestern University,university
2109050852,Wen X Li,New York University (NYU),university
150116413,Gui‐tang Wang,The University of Melbourne,university
1720852203,Chengliang Chai,University of Pennsylvania,university
2155125051,Jiayi Wang,Lowe's,company
3462170,Yuyu Luo,Citigroup,company
2153120965,Zeping Niu,PepsiCo Beverages,company
2242412700,Guoliang Li,CVS Health,company
2286651313,Morgan Kaufmann,Yale University,university
3264408,Ibrar Yaqoob,Kroger,company
1967755,K. Salah,Elevance Health,company
2112132253,Raja Jayaraman,Stanford University,university
1395903855,Yousof Al-Hammadi,Chevron,company
3265714,Athira M. Nambiar,Meta Platforms,company
2190326370,Divyansh Mundra,IBM,company
2288183280,Luis Kuhn Cuellar,Comcast,company
2064760686,Andreas Friedrich,Stanford University,university
8760576,G. Gabernet,University of Michigan-Ann Arbor,university
49800089,Luis de la Garza,Columbia University,university
37163398,Sven Fillinger,Princeton University,university
1397064881,A. Seyboldt,"Nanyang Technological University, Singapore (NTU)",university
2106297820,T. Koch,MetLife,company
1420059580,Sven Zur Oven-Krockhaus,University of Toronto,university
79673810,Friederike Wanke,Alphabet,company
2153532755,Sandra Richter,Stanford University,university
6743230,W. Thaiss,Chevron,company
35056772,M. Horger,Fudan University,university
4664340,N. Malek,Technical University of Munich,university
143653424,K. Harter,Johnson & Johnson,company
2220233,M. Bitzer,Valero Energy,company
2088607,S. Nahnsen,UCL,university
1406485922,V. Sáiz-Rubio,ETH Zurich - Swiss Federal Institute of Technology,university
1402636333,F. Rovira-Más,Cigna,company
2141735101,Jianguo Wang,The Australian National University,university
1666260553,Xiaomeng Yi,King's College London,university
1764236,Rentong Guo,The University of New South Wales (UNSW Sydney),university
145914256,Hai Jin,California Institute of Technology (Caltech),university
2153916637,Peng Xu,Alphabet,company
2153701193,Shengjun Li,The University of Sydney,university
2144797977,Xiangyu Wang,Lowe's,company
46909714,Xiangzhou Guo,Meta Platforms,company
2136332740,Chengming Li,ETH Zurich - Swiss Federal Institute of Technology,university
2115215055,Xiaohai Xu,Amazon,company
2114076472,Kun Yu,Technical University of Munich,university
2116525062,Yuxing Yuan,FedEx,company
2113959133,Yinghao Zou,Wells Fargo,company
2117315688,J. Long,"University of California, Los Angeles (UCLA)",university
2111258930,Yudong Cai,Intel,company
2116566794,Zhenxiang Li,Seoul National University,university
2129460589,Zhifeng Zhang,Elevance Health,company
2113623161,Yihua Mo,Institut Polytechnique de Paris,university
2144097347,Jun Gu,Pfizer,company
2113618679,Ruiyi Jiang,Institut Polytechnique de Paris,university
2156252582,Yi Wei,Meta Platforms,company
2113619066,Charles Xie,Peking University,university
1490772997,Q. Ma,Cigna,company
2075347074,Guiyun Tian,Kyoto University,university
2247227,Yanli Zeng,King's College London,university
2150926755,Rui Li,King's College London,university
2115232728,Huadong Song,Bank of America,company
2118452616,Zhen Wang,MetLife,company
2067892164,Bin Gao,IBM,company
2059911278,Kun Zeng,General Motors,company
10148761,Gunasekaran Manogaran,State Farm Insurance,company
2006530617,P. MohamedShakeel,University of British Columbia,university
46916453,S. Baskar,Fudan University,university
145377105,Ching-Hsien Hsu,ExxonMobil,company
152571594,Seifedine Kadry,ExxonMobil,company
18180865,Revathi Sundarasekar,Archer Daniels Midland,company
27648952,P. Kumar,Cornell University,university
90943712,BalaAnand Muthu,Kyoto University,university
35367322,Rodrigo Laigner,University of Pennsylvania,university
2145492298,Yongluan Zhou,The Chinese University of Hong Kong (CUHK),university
1945101,M. V. Salles,Apple,company
2108060503,Yijian Liu,The University of Queensland,university
143722532,Marcos Kalinowski,Cardinal Health,company
49874173,Asad Abbas,Archer Daniels Midland,company
49004436,Roobaea Alroobaea,Humana,company
2190149,M. Krichen,General Motors,company
74466620,S. Rubaiee,Lowe's,company
1601452718,S. Vimal,Amazon,company
1490932782,Fahad M. Almansour,Walgreens Boots Alliance,company
40075749,Peiying Zhang,PepsiCo Beverages,company
2144447082,Chao Wang,The London School of Economics and Political Science (LSE),university
1750017,Chunxiao Jiang,University of Toronto,university
145169163,Zhu Han,Imperial College London,university
2678944,Suman Karumuri,Meta Platforms,company
8347899,Franco Solleza,The University of Queensland,university
2031287,S. Zdonik,JPMorgan Chase,company
1773620,Nesime Tatbul,Johns Hopkins University,university
2956683,I. Chen,Amazon,company
2285301474,Ken Chu,ETH Zurich - Swiss Federal Institute of Technology,university
2412941,Krishna Palaniappan,"Nanyang Technological University, Singapore (NTU)",university
39517703,Anna Ratner,University of Pennsylvania,university
2145739706,Jinghua Huang,Fannie Mae,company
2078394,Marcel Huntemann,Northwestern University,university
1992967650,Patrick Hajek,Delft University of Technology,university
2061808863,Stephan Ritter,Amazon,company
3048429,N. Varghese,Johnson & Johnson,company
145841365,Rekha Seshadri,Cigna,company
52161096,S. Roux,Marathon Petroleum,company
2902641,T. Woyke,Walgreens Boots Alliance,company
1396822962,E. Eloe-Fadrosh,Cardinal Health,company
144490288,Natalia N. Ivanova,"University of California, Berkeley (UCB)",university
2805081,N. Kyrpides,CVS Health,company
2140765200,Bessem Zaabar,General Electric,company
2146753,O. Cheikhrouhou,University of Michigan-Ann Arbor,university
2074707774,Faisal Jamil,Dell Technologies,company
34611584,M. Ammi,AmerisourceBergen,company
144630411,M. Abid,Valero Energy,company
47421832,I. Castelli,Lowe's,company
1399829761,D. Arismendi‐Arrieta,Comcast,company
36617197,A. Bhowmik,MetLife,company
1401574523,I. Cekic‐Laskovic,Meta Platforms,company
145521221,Simon Clark,The London School of Economics and Political Science (LSE),university
5611342,R. Dominko,"University of California, Berkeley (UCB)",university
2106718274,Eibar Flores,Johns Hopkins University,university
98692272,John E. Flowers,Seoul National University,university
2106706767,Karina Ulvskov Frederiksen,General Motors,company
2086353668,J. Friis,The University of Manchester,university
8062282,A. Grimaud,General Motors,company
50190043,K. V. Hansen,University of Toronto,university
2374135,L. Hardwick,Delft University of Technology,university
2593441,K. Hermansson,Pfizer,company
2106717320,Lukas Koniger,Columbia University,university
96740387,H. Lauritzen,Cornell University,university
66468510,F. Cras,Kroger,company
2108546585,Hongjiao Li,University of Michigan-Ann Arbor,university
12474117,S. Lyonnard,Massachusetts Institute of Technology (MIT) ,university
73774841,Henning Lorrmann,Amazon,company
2292631,N. Marzari,Fannie Mae,company
7940589,L. Niedzicki,Northwestern University,university
34303113,G. Pizzi,UnitedHealth Group,company
80102148,F. Rahmanian,Lowe's,company
9611306,H. Stein,University of Michigan-Ann Arbor,university
32077722,M. Uhrin,Technical University of Munich,university
2068934520,W. Wenzel,Lowe's,company
2061234265,Martin Winter,Technical University of Munich,university
2106711486,Christian Wolke,Technical University of Munich,university
7304881,T. Vegge,Yale University,university
2151695883,Qian Wei,McKesson,company
1887514,Bingzhe Li,Verizon Communications,company
122523701,Wanli Chang,The London School of Economics and Political Science (LSE),university
1737314,Zhiping Jia,National University of Singapore (NUS),university
1851223,Zhaoyan Shen,The University of New South Wales (UNSW Sydney),university
144668859,Z. Shao,Meta Platforms,company
1752597,Tomasz Miksa,The University of New South Wales (UNSW Sydney),university
2124473614,Simon Oblasser,Marathon Petroleum,company
145494588,A. Rauber,Harvard University,university
3372357,V. Gomes,Technical University of Munich,university
35255977,G. R. Queiroz,AmerisourceBergen,company
2355151,K. Ferreira,The University of Tokyo,university
94385031,Sheng Wang,Ford Motor,company
39505779,Z. Bao,UCL,university
144159418,J. Culpepper,Intel,company
144145211,G. Cong,Tsinghua University,university
120783473,Chong-chong Qi,Massachusetts Institute of Technology (MIT) ,university
31303748,Ma Zhaofeng,Archer Daniels Midland,company
12717353,W. Xiao-chang,UPS,company
32069527,D. Jain,The London School of Economics and Political Science (LSE),university
47224454,Hamzullah Khan,Kroger,company
9195315,Gao Hongmin,UCL,university
2061881331,Wang Zhen,FedEx,company
1682824,Julia Stoyanovich,Target,company
1686294,Bill Howe,University of Cambridge,university
145531067,H. V. Jagadish,Marathon Petroleum,company
3248270,M. Breunig,University of Michigan-Ann Arbor,university
145663597,P. Bradley,State Farm Insurance,company
46581566,M. Jahn,Verizon Communications,company
145216339,P. Kuper,Archer Daniels Midland,company
1576996670,Nima Mazroob,Intel,company
2071346808,N. Rösch,PepsiCo Beverages,company
1403759150,M. Al-Doori,Tsinghua University,university
2418044,E. Stefanakis,Archer Daniels Midland,company
1483744000,M. Jadidi,CVS Health,company
2943819,Zehui Xiong,Cornell University,university
2145954062,Yang Zhang,Humana,company
3046954,Nguyen Cong Luong,Université PSL,university
1713586,D. Niyato,University of Toronto,university
144442055,Ping Wang,Northwestern University,university
2554658,Nadra Guizani,Université PSL,university
144717855,C. Stergiou,Citigroup,company
41037178,Konstantinos E. Psannis,Verizon Communications,company
144901889,B. Gupta,JPMorgan Chase,company
88225071,Q. Nisar,Verizon Communications,company
97679704,Nadia Nasir,King's College London,university
52583435,Samia Jamshed,California Institute of Technology (Caltech),university
152412922,S. Naz,Marathon Petroleum,company
2157753105,Mubashar Ali,Zhejiang University,university
50517362,Shahzad Ali,Microsoft,company
90103621,F. Hussain,Harvard University,university
13062130,Riad El Fakih,Cardinal Health,company
6352860,M. Aljurf,UnitedHealth Group,company
13908907,Sihan Huang,Intel,company
2107947507,Guoxin Wang,Pfizer,company
2117858766,Yanqin Yan,IBM,company
2117738618,Xiongbing Fang,Amazon,company
3432429,M. Koymans,Berkshire Hathaway,company
7730156,D. Hinsbergen,Meta Platforms,company
1400396954,D. Pastor‐Galán,Marathon Petroleum,company
118548755,B. Vaes,The University of Sydney,university
3439029,C. Langereis,California Institute of Technology (Caltech),university
2142586,Alevtina Dubovitskaya,Lowe's,company
3419650,Furqan Baig,Microsoft,company
2145164466,Zhigang Xu,University of Oxford,university
2059003208,Rohit Shukla,Technical University of Munich,university
1753286463,Pratik Sushil Zambani,Stanford University,university
2104195713,Aruna Swaminathan,Bank of America,company
1920698256,M. Jahangir,Phillips 66,company
2097767549,Khadija Chowdhry,Monash University,university
1753285996,Rahul Lachhani,Verizon Communications,company
1753093575,N. Idnani,Valero Energy,company
46779638,M. Schumacher,Comcast,company
1751802,K. Aberer,King's College London,university
2173602,S. Stoller,Institut Polytechnique de Paris,university
2113586661,Samuel Ryu,Peking University,university
1409895301,Fusheng Wang,Verizon Communications,company
2152504550,Chao Liu,Costco Wholesale,company
2126806154,Léopold Le Roux,The London School of Economics and Political Science (LSE),university
3716811,C. Körner,National University of Singapore (NUS),university
100603459,Olivier Tabaste,ETH Zurich - Swiss Federal Institute of Technology,university
97794188,F. Lacan,The University of Queensland,university
2620977,S. Bigot,The University of Queensland,university
122771797,Bassirou Diène,Pfizer,company
152171655,J. Rodrigues,Institut Polytechnique de Paris,university
40327892,O. Diallo,Humana,company
3324213,E. H. M. Ndoye,Fudan University,university
101376223,V. Korotaev,"University of California, Los Angeles (UCLA)",university
1871465,Theofanis P. Raptis,Delft University of Technology,university
1739490,A. Passarella,Peking University,university
2288804757,M. Conti,Kyoto University,university
144886793,Peng-Ting Chen,University of Pennsylvania,university
2146084427,Chia-Li Lin,MetLife,company
2110051149,Wan-Ning Wu,University of Michigan-Ann Arbor,university
3428490,Mark Raasveldt,New York University (NYU),university
3011964,H. Mühleisen,Cigna,company
2388293,L. Ogiela,Verizon Communications,company
1790345,M. Ogiela,Northwestern University,university
145655733,H. Ko,University of Chicago,university
144783437,Sarah Jones,University of Cambridge,university
2810600,R. Pergl,Alphabet,company
50371588,Rob W.W. Hooft,ExxonMobil,company
1752597,Tomasz Miksa,University of British Columbia,university
118034313,R. Samors,PepsiCo Beverages,company
1399714527,J. Ungvári,Procter & Gamble,company
48778183,Rowena I. Davis,National University of Singapore (NUS),university
1724383,Tina Lee,Johnson & Johnson,company
2109039649,Sumit Singh,Kroger,company
1891038,E. Shehab,Humana,company
1891038,E. Shehab,Seoul National University,university
123445664,Nigel Higgins,Humana,company
144782078,Kevin Fowler,Ford Motor,company
2064304090,Dylan Reynolds,IBM,company
1911359,J. Erkoyuncu,The University of Tokyo,university
98725327,P. Gadd,University of Oxford,university
2109805244,Christopher C Chang,Valero Energy,company
30387454,Prabhat Mittal,Kyoto University,university
10195630,Aunn Raza,Lowe's,company
66243223,Periklis Chrysogelos,Princeton University,university
3416158,Panagiotis Sioulas,Northwestern University,university
88694945,V. Indjic,General Motors,company
2649908,Angelos-Christos G. Anadiotis,Apple,company
1728318,A. Ailamaki,UnitedHealth Group,company
33548540,Hye-young Paik,Ford Motor,company
3087664,Xiwei Xu,AmerisourceBergen,company
134047389,H. Bandara,Princeton University,university
2248812173,Sung Une Lee,University of British Columbia,university
35529345,Sin Kuang Lo,Microsoft,company
1833407969,Isam Mashhour Al Jawarneh,General Motors,company
1740127,P. Bellavista,Technical University of Munich,university
144765161,Antonio Corradi,Yale University,university
1748978,L. Foschini,University of Michigan-Ann Arbor,university
1713456,R. Montanari,Alphabet,company
113442737,T. Hartman,Imperial College London,university
143694964,H. Kennedy,Zhejiang University,university
134680160,Robin Steedman,General Motors,company
2109145670,Rhianne Jones,AT&T,company
11963660,Kristin A. Briney,National University of Singapore (NUS),university
47864562,H. Coates,Marathon Petroleum,company
13717924,Abigail H. Goben,Cardinal Health,company
47410506,Xiaochen Zheng,Phillips 66,company
143832537,Jinzhi Lu,University of Oxford,university
117113281,Shengjing Sun,University of Chicago,university
2410525,D. Kiritsis,"Nanyang Technological University, Singapore (NTU)",university
2146420685,Yiming Jiang,Ford Motor,company
143813668,Chenxu Wang,Target,company
2115626527,Yawei Wang,Chevron,company
2112264042,Lang Gao,Marathon Petroleum,company
2956683,I. Chen,McGill University,university
2285301474,Ken Chu,Walgreens Boots Alliance,company
2412941,Krishna Palaniappan,Université PSL,university
145460781,Manoj Pillay,Université PSL,university
39517703,Anna Ratner,Cornell University,university
2145739706,Jinghua Huang,McGill University,university
2078394,Marcel Huntemann,MetLife,company
3048429,N. Varghese,Peking University,university
49884811,J. White,State Farm Insurance,company
145841365,Rekha Seshadri,University of British Columbia,university
2055146425,Tatyana Smirnova,The University of Edinburgh,university
1697324,Edward Kirton,Berkshire Hathaway,company
35059954,S. Jungbluth,Technical University of Munich,university
2902641,T. Woyke,FedEx,company
1396822962,E. Eloe-Fadrosh,Fannie Mae,company
144490288,Natalia N. Ivanova,UCL,university
2805081,N. Kyrpides,Lowe's,company
2146750415,Sarah Heck,Walmart,company
15978716,Saqib Shamim,MetLife,company
2072981387,J. Zeng,General Motors,company
145263675,S. Shariq,McGill University,university
35435323,Zaheer Khan,Tsinghua University,university
1692039,Liehuang Zhu,Walmart,company
50118198,Yulu Wu,Ford Motor,company
2529746,Keke Gai,Citigroup,company
2840539,Kim-Kwang Raymond Choo,Cornell University,university
10995925,D. Dimitrov,University of Michigan-Ann Arbor,university
2118890103,Xiaohuan Li,Procter & Gamble,company
3116552,Xumin Huang,UCL,university
2109490422,Chunhai Li,Seoul National University,university
143791274,Rong Yu,UnitedHealth Group,company
1731449,Lei Shu,AmerisourceBergen,company
145429147,Muhammad Saqlain,Massachusetts Institute of Technology (MIT) ,university
1784862,Minghao Piao,Ford Motor,company
33018846,Y. Shim,Valero Energy,company
2108614875,Jong Yun Lee,Fudan University,university
2112197162,Qizhen Zhang,Université PSL,university
2111027355,Yifan Cai,Walgreens Boots Alliance,company
143857631,Sebastian Angel,Humana,company
144237796,Vincent Liu,Columbia University,university
30894196,Ang Chen,UCL,university
35206168,B. T. Loo,Université PSL,university
1752597,Tomasz Miksa,University of Chicago,university
145730688,S. Simms,State Farm Insurance,company
1772144,D. Mietchen,Technical University of Munich,university
144783437,Sarah Jones,Fannie Mae,company
2108682982,Xiaoming Wang,The University of Tokyo,university
2107299404,C. Williams,UCL,university
1399980817,Z. Liu,Valero Energy,company
34326879,Joe Croghan,Harvard University,university
144264840,Rong Tang,The London School of Economics and Political Science (LSE),university
121462771,Zhan Hu,Fudan University,university
1423751237,A. Munappy,Tsinghua University,university
144913779,J. Bosch,Kroger,company
40225855,H. H. Olsson,"University of California, Los Angeles (UCLA)",university
1826416,Anders Arpteg,Monash University,university
1939487,B. Brinne,Johns Hopkins University,university
144844353,L. Ismail,ExxonMobil,company
31209958,Huned Materwala,Meta Platforms,company
32195988,A. Karduck,Fannie Mae,company
3468679,A. Adem,MetLife,company
9049714,M. Sudmanns,"Nanyang Technological University, Singapore (NTU)",university
2584015,D. Tiede,Alphabet,company
2149915926,S. Lang,University of Pennsylvania,university
49623417,H. Bergstedt,Johnson & Johnson,company
82961838,G. Trost,Institut Polytechnique de Paris,university
30993494,H. Augustin,Chevron,company
50594282,T. Blaschke,Berkshire Hathaway,company
2118447100,Jian Chen,McGill University,university
1792647,Zhihan Lv,McGill University,university
72482218,H. Song,Kyoto University,university
2709844,M. Barisits,Bank of America,company
152476171,T. Beermann,UnitedHealth Group,company
102475025,F. Berghaus,Pfizer,company
1819434,B. Bockelman,Microsoft,company
66006905,J. Bogado,Yale University,university
34906726,D. Cameron,Princeton University,university
35257129,D. Christidis,The London School of Economics and Political Science (LSE),university
26914973,D. Ciangottini,Johns Hopkins University,university
49767450,G. Dimitrov,Microsoft,company
87417035,M. Elsing,"Nanyang Technological University, Singapore (NTU)",university
2897755,V. Garonne,MetLife,company
145411966,A. Girolamo,Target,company
102620352,L. Goossens,Alphabet,company
47368669,W. Guan,Home Depot,company
145260111,J. Guenther,The University of Queensland,university
87328894,T. Javůrek,Kyoto University,university
93911098,D. Kuhn,The University of New South Wales (UNSW Sydney),university
32169062,M. Lassnig,The University of Edinburgh,university
2069644507,F. Lopez,Zhejiang University,university
70349652,N. Magini,The Chinese University of Hong Kong (CUHK),university
3281360,A. Molfetas,University of British Columbia,university
30701544,A. Nairz,Ford Motor,company
1383144580,F. Ould-Saada,The Chinese University of Hong Kong (CUHK),university
1658979727,Stefanie Prenner,The University of Edinburgh,university
51482074,C. Serfon,Phillips 66,company
34481035,G. Stewart,University of Cambridge,university
51101888,E. Vaandering,Kyoto University,university
73775297,P. Vasileva,Northwestern University,university
47131129,R. Vigne,FedEx,company
40944055,T. Wegner,Fudan University,university
4519924,Naomi Waithira,Cigna,company
6296804,Brian Mutinda,AT&T,company
14711734,P. Cheah,Cigna,company
2810600,R. Pergl,Peking University,university
50371588,Rob W.W. Hooft,The Australian National University,university
69513411,M. Suchánek,Cornell University,university
1394243406,Vojtěch Knaisl,General Motors,company
1394243478,Jan Slifka,Costco Wholesale,company
5840536,R. Abdolkhani,The Chinese University of Hong Kong (CUHK),university
144370168,K. Gray,ETH Zurich - Swiss Federal Institute of Technology,university
2189206,Ann Borda,Yale University,university
144132699,R. DeSouza,Meta Platforms,company
46476972,Hanqing Wu,MetLife,company
144115026,Jiannong Cao,Walgreens Boots Alliance,company
2108824565,Yanni Yang,Comcast,company
1380530147,Cheung Leong Tung,Fannie Mae,company
1388034901,Shan Jiang,Costco Wholesale,company
2065096893,Bin Tang,UnitedHealth Group,company
2152801260,Yang Liu,Verizon Communications,company
1524736374,Xiaoqing Wang,University of Pennsylvania,university
48362791,Yuming Deng,Verizon Communications,company
36571223,Haibo Tian,The University of Sydney,university
2109655079,Jiejie He,Costco Wholesale,company
145469566,Yong Ding,"Nanyang Technological University, Singapore (NTU)",university
3444306,Faizura Haneem,"University of California, Los Angeles (UCLA)",university
2516552,Nazri Kama,Johnson & Johnson,company
3110680,Nazim Taskin,McKesson,company
2658897,D. Pauleen,Zhejiang University,university
2072183966,Nur Azaliah Abu Bakar,Dell Technologies,company
31764087,Mark D. Wilkinson,Valero Energy,company
1736389,M. Dumontier,UPS,company
1405172883,Ijsbrand Jan Aalbersberg,The University of Sydney,university
74186014,Gabrielle Appleton,Humana,company
4006952,M. Axton,Bank of America,company
20313879,A. Baak,Verizon Communications,company
2776517,N. Blomberg,The University of Hong Kong,university
34945757,J. Boiten,MetLife,company
115529154,Luiz Olavo Bonino da Silva Santos,Université PSL,university
2048644,P. Bourne,University of Toronto,university
47611747,J. Bouwman,Lowe's,company
2160154,A. Brookes,The University of Hong Kong,university
145469718,Tim Clark,Intel,company
3000963,M. Crosas,State Farm Insurance,company
145479127,I. Dillo,Cornell University,university
116235596,Olivier Dumon,"University of California, Los Angeles (UCLA)",university
1940242,S. Edmunds,JPMorgan Chase,company
2185817,C. Evelo,McGill University,university
2425367,R. Finkers,Kyoto University,university
1401553965,Alejandra N. González-Beltrán,Meta Platforms,company
34071005,A. Gray,University of Cambridge,university
1727784,Paul T. Groth,Costco Wholesale,company
46555127,C. Goble,Meta Platforms,company
1736528,J. Grethe,UCL,university
1699372,J. Heringa,University of Cambridge,university
153449920,P. Hoen,Cardinal Health,company
2359250,R. Hooft,The University of Queensland,university
145727607,Tobias Kuhn,Stanford University,university
47044989,Ruben G. Kok,University of Michigan-Ann Arbor,university
1713683,J. Kok,EPFL,university
4297975,S. Lusher,Harvard University,university
2969738,M. Martone,Microsoft,company
6027579,Albert Mons,The University of Sydney,university
2455243,A. Packer,IBM,company
2059300547,Bengt Persson,New York University (NYU),university
1397958214,P. Rocca-Serra,Johnson & Johnson,company
144140870,M. Roos,New York University (NYU),university
51420525,Rene C. van Schaik,Home Depot,company
1760490,Susanna-Assunta Sansone,Amazon,company
1883372,E. Schultes,Ford Motor,company
2510671,T. Sengstag,"University of California, Berkeley (UCB)",university
38261192,Ted Slater,Target,company
2013713,George O. Strawn,General Electric,company
144034058,M. Swertz,The University of Manchester,university
143962914,Mark Thompson,Pfizer,company
84257307,J. van der Lei,ExxonMobil,company
11563451,E. V. van Mulligen,Kyoto University,university
1405172748,Jan Velterop,ETH Zurich - Swiss Federal Institute of Technology,university
48709451,A. Waagmeester,Verizon Communications,company
1681130,P. Wittenburg,Costco Wholesale,company
143780913,K. Wolstencroft,The University of Manchester,university
48019160,Jun Zhao,Stanford University,university
1995836,B. Mons,The University of Queensland,university
3378865,R. Higman,University of Oxford,university
6944738,Daniel Bangert,The University of Sydney,university
144783437,Sarah Jones,UCL,university
2069982469,D. Hague,MetLife,company
2058850807,Stephen Townsend,Ford Motor,company
34545186,Lindsey Masters,King's College London,university
3588470,M. Rauchenberger,Elevance Health,company
1401911259,N. van Looy,EPFL,university
1401911244,C. Diaz-Montana,Tsinghua University,university
79814783,M. Gannon,Kroger,company
2055850889,Nicholas D. James,University of Pennsylvania,university
