field_query,paperId,title,url,venue,publicationTypes,abstract,year,citationCount,journal_name,journal_volume,journal_pages
Graph Database,db6084fdb3baceddacdc726474722debe1ef7e65,TigerGraph: A Native MPP Graph Database,https://www.semanticscholar.org/paper/db6084fdb3baceddacdc726474722debe1ef7e65,arXiv.org,['JournalArticle'],"We present TigerGraph, a graph database system built from the ground up to support massively parallel computation of queries and analytics. 
TigerGraph's high-level query language, GSQL, is designed for compatibility with SQL, while simultaneously allowing NoSQL programmers to continue thinking in Bulk-Synchronous Processing (BSP) terms and reap the benefits of high-level specification. 
GSQL is sufficiently high-level to allow declarative SQL-style programming, yet sufficiently expressive to concisely specify the sophisticated iterative algorithms required by modern graph analytics and traditionally coded in general-purpose programming languages like C++ and Java. 
We report very strong scale-up and scale-out performance over a benchmark we published on GitHub for full reproducibility.",2019,53,ArXiv,abs/1901.08248,
Graph Database,b0b770fb8c7760749c88e3c83ae173cdb07f7bd5,An Attack Path Generation Methods Based on Graph Database,https://www.semanticscholar.org/paper/b0b770fb8c7760749c88e3c83ae173cdb07f7bd5,"2020 IEEE 4th Information Technology, Networking, Electronic and Automation Control Conference (ITNEC)",['Conference'],"With the popularity of network technology and the expansion of network scale, the network security risks are increasingly serious. Network vulnerability assessment methods, a technology of active network security defense, have attracted many researchers. Most existing network vulnerability assessment methods store different types of data in different ways, which makes querying and analyzing inefficient, especially in the complex large-scale network environment. In order to solve this problem, this paper proposes a method of network vulnerability assessment based on graph database. The network host information, association relationship between hosts and vulnerability information of the target network are stored in the graph database, the query and analysis are carried out by using the graph database query language. Graph database stores the information of the network hosts, association relationship among hosts and vulnerabilities of the target network. The graph database query language supports querying and analysis. Visualizing the network topology, vulnerability information and all possible attack paths provides a reference to develop the network security protection strategy. Experiments' results illustrate that the method runs efficiently and helps with querying and analysis, which is applicable to large-scale complex network environment.",2020,13,"2020 IEEE 4th Information Technology, Networking, Electronic and Automation Control Conference (ITNEC)",1,1905-1910
Graph Database,91d6e8ba5dd90b02fe3bd870b19da13a6167af53,The Property Graph Database Model,https://www.semanticscholar.org/paper/91d6e8ba5dd90b02fe3bd870b19da13a6167af53,Alberto Mendelzon Workshop on Foundations of Data Management,['JournalArticle'],"Most of the current graph database systems have been designed to support property graphs. Surprisingly, there is no standard specification of the database model behind such systems. This paper presents a formal definition of the property graph database model. Specifically, we define the property graph data structure, basic notions of integrity constraints (e.g. graph schema), and a graph query language.",2018,122,,,
Graph Database,a604aa1f2a2ca1a6a0b09013e71b83d36cc0f358,An Empirical Study on Recent Graph Database Systems,https://www.semanticscholar.org/paper/a604aa1f2a2ca1a6a0b09013e71b83d36cc0f358,"Knowledge Science, Engineering and Management","['JournalArticle', 'Review']",,2020,11,,,328-340
Graph Database,b613887337a5d2e8fc8773037116be81e6346835,A1: A Distributed In-Memory Graph Database,https://www.semanticscholar.org/paper/b613887337a5d2e8fc8773037116be81e6346835,SIGMOD Conference,"['Book', 'JournalArticle', 'Conference']","A1 is an in-memory distributed database used by the Bing search engine to support complex queries over structured data. The key enablers for A1 are availability of cheap DRAM and high speed RDMA (Remote Direct Memory Access) networking in commodity hardware. A1 uses FaRM [11,12] as its underlying storage layer and builds the graph abstraction and query engine on top. The combination of in-memory storage and RDMA access requires rethinking how data is allocated, organized and queried in a large distributed system. A single A1 cluster can store tens of billions of vertices and edges and support a throughput of 350+ million of vertex reads per second with end to end query latency in single digit milliseconds. In this paper we describe the A1 data model, RDMA optimized data structures and query execution.",2020,22,Proceedings of the 2020 ACM SIGMOD International Conference on Management of Data,,
Graph Database,6fb020754f6de564c3a0a07bb656c0a90be1f87d,Incorruptible Auditing: Blockchain-Powered Graph Database Management,https://www.semanticscholar.org/paper/6fb020754f6de564c3a0a07bb656c0a90be1f87d,International Conference on Blockchain,"['JournalArticle', 'Conference']","In modern and interconnected world, information is accumulatively stored digitally, making the process of exchanging, gathering and querying the information much easier. Continuously, it has introduced new challenges about how to ensure its consistency and reliability due to the sheer volume of data. A blockchain-based information system can provide an incorruptible record of history, enabling better auditing and data management practices. The paper describes how to combine an Exonum blockchain and a Neo4j graph database into a system that can provide a verifiable audit trail of data integrity and its modifications for information stored in a graph database.",2020,10,2020 IEEE International Conference on Blockchain and Cryptocurrency (ICBC),,1-3
Graph Database,33e332837e91c1048c3ed165cd16bf7607c3bf06,Issues and Concepts of Graph Database and a Comparative Analysis on list of Graph Database tools,https://www.semanticscholar.org/paper/33e332837e91c1048c3ed165cd16bf7607c3bf06,International Conference on Computational Collective Intelligence,"['Conference', 'Review']","The work is review in nature and focuses on basic concepts and example on Graph Database with a special focus on list of standard computerized tools available for handling the queries using graph database structure. The implementation benefits of each tool and a comparative analysis on various functionalities has been presented in this work. This work also elaborates on popular Graph Databases tool that includes Allegro Graph, ArangoDB, OrientDB, Infinite Graph ,Neo4j, Titan, FlockDB, Bitsy, StarDog, MongoDB and investigate their acceptance for solving day to day problems.",2020,9,2020 International Conference on Computer Communication and Informatics (ICCCI),,1-6
Graph Database,b067177b1e17287185eb3b82ccc3d7c646b3ec40,Which Category Is Better: Benchmarking Relational and Graph Database Management Systems,https://www.semanticscholar.org/paper/b067177b1e17287185eb3b82ccc3d7c646b3ec40,Data Science and Engineering,['JournalArticle'],,2019,28,Data Science and Engineering,4,309 - 322
Graph Database,0601e9e434b30320c316c76228b97c093fa98ad6,GDBAlive: A Temporal Graph Database Built on Top of a Columnar Data Store,https://www.semanticscholar.org/paper/0601e9e434b30320c316c76228b97c093fa98ad6,Journal of Advances in Information Technology,,"Although graph databases have extensively found applications in the relationship-centered era, a time-version support is seldom provided. While current storage systems capture the most recently updated snapshot of the underlying graph, most real world graphs embed a dynamic behavior translating the fact that vertices or edges can join or leave the graph at any time instant. Regarding that, a graph database should faithfully maintain the state of every graph's element permitting the analysis and prediction of the underlying system's performance. Since physical deletions are forbidden in such a scenario, the outgrowing size of data is a crippling restriction steering the interest in this area towards the optimization of the persistent storage. However, capturing and storing the state of the graph as full snapshots adds a storage overhead traded by faster query responses. Accordingly, the choice of an appropriate storage engine should be adapted with the threshold of accepted query latencies and the available storage resources. This paper will recognize the anterior academic work in the era of temporal graph databases while highlighting the existing tradeoff between storage and computation time costs. The implementation of GDBAlive, a temporal graph database using two state-of-the-art techniques Copy+Log and Log, is provided relying on a robust column oriented data store. In order to optimize the responsiveness of temporal queries in terms of computation times, we will introduce two fetching strategies ""AsyncFS"" and ""Forced Fetch"" and prove their efficiency on a real dataset.",2020,9,Journal of Advances in Information Technology,,
Graph Database,72afe82af4c2ca100c36eb35292e85d806527f0a,Construction of typhoon disaster knowledge graph based on graph database Neo4j,https://www.semanticscholar.org/paper/72afe82af4c2ca100c36eb35292e85d806527f0a,Chinese Control and Decision Conference,['Conference'],"The typhoon knowledge graph can correlate various kinds of information in the typhoon data, conduct overall and related analysis, and finally provide effective assistance for typhoon prevention and post-disaster protection. The data of typhoon landing in China from 2000 to 2015 were selected to build a typhoon knowledge graph based on Neo4j graph database platform. The typhoon knowledge graph can be used to understand the occurrence of historical typhoons and obtain the distribution of typhoon data in time and space.",2020,8,2020 Chinese Control And Decision Conference (CCDC),,3612-3616
Graph Database,cde39ce861e4c7514ee07fd91b6b8aac50cbf01b,RedisGraph GraphBLAS Enabled Graph Database,https://www.semanticscholar.org/paper/cde39ce861e4c7514ee07fd91b6b8aac50cbf01b,"IEEE International Symposium on Parallel & Distributed Processing, Workshops and Phd Forum",['JournalArticle'],"RedisGraph is a Redis module developed by Redis Labs to add graph database functionality to the Redis database. RedisGraph represents connected data as adjacency matrices. By representing the data as sparse matrices and employing the power of GraphBLAS (a highly optimized library for sparse matrix operations), RedisGraph delivers a fast and efficient way to store, manage and process graphs. Initial benchmarks indicate that RedisGraph is significantly faster than comparable graph databases.",2019,22,2019 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW),,285-286
Graph Database,7904b3446775ed8c79f4f94001a16b706989c462,GraphSE²: An Encrypted Graph Database for Privacy-Preserving Social Search,https://www.semanticscholar.org/paper/7904b3446775ed8c79f4f94001a16b706989c462,ACM Asia Conference on Computer and Communications Security,"['JournalArticle', 'Book', 'Conference']","In this paper, we propose GraphSE\textsuperscript2, an encrypted graph database for online social network services to address massive data breaches. GraphSE\textsuperscript2 ~preserves the functionality of social search, a key enabler for quality social network services, where social search queries are conducted on a large-scale social graph and meanwhile perform set and computational operations on user-generated contents. To enable efficient privacy-preserving social search, GraphSE\textsuperscript2 ~provides an encrypted structural data model to facilitate parallel and encrypted graph data access. It is also designed to decompose complex social search queries into atomic operations and realise them via interchangeable protocols in a fast and scalable manner. We build GraphSE\textsuperscript2 ~with various queries supported in the Facebook graph search engine and implement a full-fledged prototype. Extensive evaluations on Azure Cloud demonstrate that GraphSE\textsuperscript2 ~is practical for querying a social graph with a million of users.",2019,27,Proceedings of the 2019 ACM Asia Conference on Computer and Communications Security,,
Graph Database,33ce8103b129149eb78ca2fa48538e25c9242c08,Neo4j Graph Database Implementation for LinkedIn,https://www.semanticscholar.org/paper/33ce8103b129149eb78ca2fa48538e25c9242c08,International Journal of Scientific Research in Computer Science Engineering and Information Technology,,The presented article mainly circumspect the idea for the use and implementation of graph database in the most social media of today. Currently many companies are using neo4j graph database for their workouts for data management. We shall stick with social media for this particular paper. We have used neo4j graph database for maintaining data of LinkedIn user and pages in a very systematic manner. Facebook and Twitter do currently use graph databases so we thought of implementing the same for LinkedIn.,2020,3,"International Journal of Scientific Research in Computer Science, Engineering and Information Technology",,
Graph Database,a281d563261c738f13b9e58a525e7e265a619c93,Suitability of Graph Database Technology for the Analysis of Spatio-Temporal Data,https://www.semanticscholar.org/paper/a281d563261c738f13b9e58a525e7e265a619c93,Future Internet,['JournalArticle'],"Every day large quantities of spatio-temporal data are captured, whether by Web-based companies for social data mining or by other industries for a variety of applications ranging from disaster relief to marine data analysis. Making sense of all this data dramatically increases the need for intelligent backend systems to provide realtime query response times while scaling well (in terms of storage and performance) with increasing quantities of structured or semi-structured, multi-dimensional data. Currently, relational database solutions with spatial extensions such as PostGIS, seem to come to their limits. However, the use of graph database technology has been rising in popularity and has been found to handle graph-like spatio-temporal data much more effectively. Motivated by the need to effectively store multi-dimensional, interconnected data, this paper investigates whether or not graph database technology is better suited when compared to the extended relational approach. Three database technologies will be investigated using real world datasets namely: PostgreSQL, JanusGraph, and TigerGraph. The datasets used are the Yelp challenge dataset and an ambulance response simulation dataset, thus combining real world spatial data with realistic simulations offering more control over the dataset. Our extensive evaluation is based on how each database performs under practical data analysis scenarios similar to those found on enterprise level.",2020,5,Future Internet,12,78
Graph Database,ce54e3b89a2570035b70885e6901ad4c92ae41c9,Construction of power projects knowledge graph based on graph database Neo4j,https://www.semanticscholar.org/paper/ce54e3b89a2570035b70885e6901ad4c92ae41c9,"International Conference on Computer, Information and Telecommunication Systems","['JournalArticle', 'Conference']","In ""The Belt and Road"", China’s overseas power projects grow more and more, which is associated with a large number of dispersing project information. Construction of power project knowledge graph based on graph database Neo4j can facilitate the management of overseas power projects and to have an intuitive understanding of the relationships between projects for further overall planning. Meanwhile, enterprises can describe the spatial distribution characteristics of countries along the ""The Belt and Road"" according to the knowledge graph of overseas power projects, so as to understand the space and potential of future power investment development in different countries.",2020,5,"2020 International Conference on Computer, Information and Telecommunication Systems (CITS)",,1-4
Graph Database,b09139c153bac8893e8faea2b3a59159234caadc,A Graph Database Approach to Wireless IIoT Workcell Performance Evaluation,https://www.semanticscholar.org/paper/b09139c153bac8893e8faea2b3a59159234caadc,International Conference on Industrial Technology,"['JournalArticle', 'Conference']","The workcell is considered a main building block of various industrial settings. Hence, it is examined as a primary testing environment for studying wireless communication techniques in factory automation processes. A new testbed was recently designed and developed to facilitate such studies in workcells by replicating various data flows in an emulated production environment. In this paper, an approach to storing and analyzing network performance data from a manufacturing factory workcell is introduced. A robotic testbed was constructed using two collaborative grade robot arms, machine emulators, and wireless communication devices. A graph database approach was implemented to capture network and operational event data among the components within the testbed. A schema is proposed, developed, and elaborated; a database is then populated with events from the testbed, and the resulting graph is presented. Query commands are then presented as a means to examine and analyze network performance and relationships within the components of the network. Additionally, we demonstrate how to extract correlations between receive signal power and network delay within the testbed using the graph database query language. Finally, using the inherently interconnected nature of the graph database, we discuss applying the graph database approach toward examining more complex relationships between the wireless communications network and the operational system.",2020,5,2020 IEEE International Conference on Industrial Technology (ICIT),,251-258
Graph Database,957f5b1e7ca48891c2e279aefbfa0f04d989c21e,In-Depth Benchmarking of Graph Database Systems with the Linked Data Benchmark Council (LDBC) Social Network Benchmark (SNB),https://www.semanticscholar.org/paper/957f5b1e7ca48891c2e279aefbfa0f04d989c21e,arXiv.org,['JournalArticle'],"In this study, we present the first results of a complete implementation of the LDBC SNB benchmark -- interactive short, interactive complex, and business intelligence -- in two native graph database systems---Neo4j and TigerGraph. In addition to thoroughly evaluating the performance of all of the 46 queries in the benchmark on four scale factors -- SF-1, SF-10, SF-100, and SF-1000 -- and three computing architectures -- on premise and in the cloud -- we also measure the bulk loading time and storage size. Our results show that TigerGraph is consistently outperforming Neo4j on the majority of the queries---by two or more orders of magnitude (100X factor) on certain interactive complex and business intelligence queries. The gap increases with the size of the data since only TigerGraph is able to scale to SF-1000---Neo4j finishes only 12 of the 25 business intelligence queries in reasonable time. Nonetheless, Neo4j is generally faster at bulk loading graph data up to SF-100. A key to our study is the active involvement of the vendors in the tuning of their platforms. In order to encourage reproducibility, we make all the code, scripts, and configuration parameters publicly available online.",2019,13,ArXiv,abs/1907.07405,
Graph Database,ee6f23590783adec7cf6b2030c6a46f3117a708e,A semantic graph database for the interoperability of 3D GIS data,https://www.semanticscholar.org/paper/ee6f23590783adec7cf6b2030c6a46f3117a708e,Applied Geomatics,,,2020,14,Applied Geomatics,14,53 - 66
Graph Database,e248993daede136713e93929816df92b48ccddfb,Graph Database and Relational Database Performance Comparison on a Transportation Network,https://www.semanticscholar.org/paper/e248993daede136713e93929816df92b48ccddfb,ICACDS,['JournalArticle'],,2020,7,,,407-418
Graph Database,8ef0c1c2030aa265a4e7c836d080c2e2088efde6,(Graph Database: A Survey),https://www.semanticscholar.org/paper/8ef0c1c2030aa265a4e7c836d080c2e2088efde6,"2020 International Conference on Computer, Electrical & Communication Engineering (ICCECE)","['Conference', 'Review']","The advantages of Relational Database Management System (RDBMS) model and design methodology are being utilized by industry/institutions for any software design and implementation. The future of RDBMS certainly will be the Graph Databases with NoSql methodologies, which is emerging as beyond of relational model. In this paper, there is a need to highlight all the databases evolved after RDBMS. They couldn’t stay in market for so long period and survey has been made to highlight those databases after RDBMS. Relational Database Management System has certain advantages like (i) Storing in Tables, Column and Rows (ii) Data Storing in Normal Form (iii) Easy to use via SQL to retrieve information via complex join operators (iv) Maintainability via Reverse Engineering (v) Indexing and quick search. Due to these inherent features of RDBMS and SQL, it is necessary to explore and compare RDBMS with NoSQL methods to avoid complex join operation. Recently, numerous software industries and research institutions are trying their old RDBMS system to be re-engineered into some other architecture via nodes, edges and relationships where different type of information can be stored easily. So, it is a big challenges for any industry and institutions how quickly they can re-engineer their old RDBMS into Graph Databases which is also called now-a-days the future of databases. In this project, it is highlighted that the importance of the re-engineering work lies in three different directions such as (i) Comparison of RDBMS with GDBMS (Graph Database Management System) where face book, twitter, Amazon, Google are adopting (ii) Survey work of Graph Databases and (iii) Graph Database Models have increasingly become a topic of interest. The representation of data in the form of a graph lends itself well to structure a data with a schema. No standard system of query languages yet had been found to have been unique and stable for graph databases. Research and industry adoptions will determine the future direction of graph databases.(iv) Beyond RDBMS artifacts were established by industry and academics. It feeds a series of recycling collectives trying to eke out an existence of positive incentives and principles.",2020,7,"2020 International Conference on Computer, Electrical & Communication Engineering (ICCECE)",,1-8
Graph Database,834cdfca7cc041a6fa0db3da5493c6754bea845b,A Graph Database-Based Approach to Analyze Network Log Files,https://www.semanticscholar.org/paper/834cdfca7cc041a6fa0db3da5493c6754bea845b,International Conference on Network and System Security,"['JournalArticle', 'Review']",,2019,12,,,53-73
Graph Database,9712624bb61abb0da989514cae558cfab61bb9d2,Using Twitter Mentions and a Graph Database to Analyse Social Network Centrality,https://www.semanticscholar.org/paper/9712624bb61abb0da989514cae558cfab61bb9d2,2019 6th International Conference on Soft Computing & Machine Intelligence (ISCMI),['Conference'],"Social networks are one category of social media that facilitates the formation of communities, sharing of content, and meeting people. Twitter is a popular microblogging and social networking service. Social media marketers within business organisations, are interested in identifying popular social network users, known as influencers who can be targeted for purposes of word-of-mouth branding. For Twitter, influencers are those users who have many followers. Influencers are typically identified through graph mining of social networks data. This type of mining involves the analysis of links between the graph nodes which store data for social network members. Follows relationships are commonly used to analyse Twitter social networks. The purpose of this paper is to demonstrate how mentioned relationships in Twitter data can be used to create a social networks graph database. Centrality measures are then used to analyse the social networks. It is demonstrated that the analysis of social networks based on the mentioned relationships can provide more information about influencers compared to the analysis of social networks based on the follows relationships.",2019,10,2019 6th International Conference on Soft Computing & Machine Intelligence (ISCMI),,155-159
Graph Database,d0238f2fa88b0316ab862f843a5521eff0fd9bf5,Improving Performance using Relational and Graph Database,https://www.semanticscholar.org/paper/d0238f2fa88b0316ab862f843a5521eff0fd9bf5,International journal of recent technology and engineering,,"Paper Relational database model (also called SQL databases) are one of the prevalent databases that are used with structured data. Currently news demands are arising owing to the magnitude with which the internet and social networks are getting used which brought importance to graph-structured data. Graph database (a nosql database) deal more naturally with highly connected data and are thus becoming popular and efficient choice. Due to limitations faced by relational databases in handling relationships (highly connected data), enterprise information systems find graph database as a promising alternative. According to the form of queries and property of data both relational and graph databases have vitality and flaws. Since most of the data is available in relational schema in this context, the conversion of an application from a relational to a graph format is very beneficial. Thus, this paper develops a dual database system through migration, which unifies the strengths of both relational databases and graph databases. Experimental results have shown that, this hybrid system has efficient performance.",2019,4,International Journal of Recent Technology and Engineering,,
Graph Database,e7b0e2710821a9fe1e3d2b9a09dd94514b2d5ea5,Graph Database Solution for Higher-order Spatial Statistics in the Era of Big Data,https://www.semanticscholar.org/paper/e7b0e2710821a9fe1e3d2b9a09dd94514b2d5ea5,Astrophysical Journal Supplement Series,['Review'],"We present an algorithm for the fast computation of the general N-point spatial correlation functions of any discrete point set embedded within an Euclidean space of . Utilizing the concepts of kd-trees and graph databases, we describe how to count all possible N-tuples in binned configurations within a given length scale, e.g., all pairs of points or all triplets of points with side lengths < rMAX. Through benchmarking, we show the computational advantage of our new graph-based algorithm over more traditional methods. We show measurements of the three-point correlation function up to scales of ∼200 Mpc (beyond the baryon acoustic oscillation scale in physical units) using current Sloan Digital Sky Survey (SDSS) data. Finally, we present a preliminary exploration of the small-scale four-point correlation function of 568,776 SDSS Constant (stellar) Mass (CMASS) galaxies in the northern Galactic cap over the redshift range of 0.43 < z < 0.7. We present the publicly available code GRAMSCI (GRAph Made Statistics for Cosmological Information; bitbucket.org/csabiu/gramsci), under a Gnu is Not Unix (GNU) General Public License.",2019,20,The Astrophysical Journal Supplement Series,242,
Graph Database,dadfb3ff45e19dc22456a645f441bbeb17c93c9c,SeQuery: an interactive graph database for visualizing the GPCR superfamily,https://www.semanticscholar.org/paper/dadfb3ff45e19dc22456a645f441bbeb17c93c9c,Database J. Biol. Databases Curation,['JournalArticle'],"Abstract The rate at which new protein and gene sequences are being discovered has grown explosively in the omics era, which has increasingly complicated the efficient characterization and analysis of their biological properties. In this study, we propose a web-based graphical database tool, SeQuery, for intuitively visualizing proteome/genome networks by integrating the sequential, structural and functional information of sequences. As a demonstration of our tool’s effectiveness, we constructed a graph database of G protein-coupled receptor (GPCR) sequences by integrating data from the UniProt, GPCRdb and RCSB PDB databases. Our tool attempts to achieve two goals: (i) given the sequence of a query protein, correctly and efficiently identify whether the protein is a GPCR, and, if so, define its sequential and functional roles in the GPCR superfamily; and (ii) present a panoramic view of the GPCR superfamily and its network centralities that allows users to explore the superfamily at various resolutions. Such a bottom-up-to-top-down view can provide the users with a comprehensive understanding of the GPCR superfamily through interactive navigation of the graph database. A test of SeQuery with the GPCR2841 dataset shows that it correctly identifies 99 out of 100 queried protein sequences. The developed tool is readily applicable to other biological networks, and we aim to expand SeQuery by including additional biological databases in the near future.",2019,7,Database: The Journal of Biological Databases and Curation,2019,
Graph Database,537f5e8e4139392cd2d108f32495e5b2b80151ac,Implementation of a HL7-CQL Engine Using the Graph Database Neo4J,https://www.semanticscholar.org/paper/537f5e8e4139392cd2d108f32495e5b2b80151ac,"Jahrestagung der Deutschen Gesellschaft für Medizinische Informatik, Biometrie und Epidemiologie",['JournalArticle'],"The Clinical Quality Language (CQL) is a useful tool for defining search requests for data stores containing FHIR data. Unfortunately, there are only few execution engines that are able to evaluate CQL queries. As FHIR data represents a graph structure, the authors pursue the approach of storing all data contained in a FHIR server in the graph database Neo4J and to translate CQL queries into Neo4J's query language Cypher. The query results returned by the graph database are retranslated into their FHIR representation and returned to the querying user. The approach has been positively tested on publicly available FHIR servers with a handcrafted set of example CQL queries.",2019,5,Studies in health technology and informatics,267,"
          46-51
        "
Graph Database,a357f1ff27e184d9a5ef69e665e8ca891032bf71,A spatially-pruned vertex expansion operator in the Neo4j graph database system,https://www.semanticscholar.org/paper/a357f1ff27e184d9a5ef69e665e8ca891032bf71,GeoInformatica,['JournalArticle'],,2019,7,GeoInformatica,,1-27
Graph Database,45674df7143e43bc589cfabd26dd194c2a7f090d,Computational Modelling for Bankruptcy Prediction: Semantic Data Analysis Integrating Graph Database and Financial Ontology,https://www.semanticscholar.org/paper/45674df7143e43bc589cfabd26dd194c2a7f090d,Conference on Business Informatics,"['JournalArticle', 'Conference']","In this paper, we propose a novel intelligent methodology to construct a Bankruptcy Prediction Computation Model, which is aimed to execute a company's financial status analysis accurately. Based on the semantic data analysis and management, our methodology considers Semantic Database System as the core of the system. It comprises three layers: an Ontology of Bankruptcy Prediction, Semantic Search Engine, and a Semantic Analysis Graph Database system. The Ontological layer defines the basic concepts of the financial risk management as well as the objects that serve as sources of knowledge for predicting a company's bankruptcy. The Graph Database layer utilises a powerful semantic data technology, which serves as a semantic data repository for our model. The article provides a detailed description of the construction of the Ontology and its informal conceptual representation. We also present a working prototype of the Graph Database system, constructed using the Neo4j application, and show the connection between well-known financial ratios. We argue that this methodology which utilises state of the art semantic data management mechanisms enables data processing and relevant computations in a more efficient way than approaches using the traditional relational database. These give us solid grounds to build a system that is capable of tackling the data of any complexity level.",2019,8,2019 IEEE 21st Conference on Business Informatics (CBI),01,84-93
Graph Database,099043827df60225cf33c820052716cce64d49e9,A Review on Graph Database and its representation,https://www.semanticscholar.org/paper/099043827df60225cf33c820052716cce64d49e9,2019 International Conference on Recent Advances in Energy-efficient Computing and Communication (ICRAECC),"['Conference', 'Review']","Extensively, facts are represented characteristically as a table for the purpose of making it indexed with increased readability. Currently, the tendencies are altering as Graph databases are rapidly attaining popularity. Actually, it is appropiately termed as ""the outlook of DBMS"". The demonstration of facts within the procedure of a graph advances within the circumstances sound for the prearranged facts through a dynamic schema. This paper discusses the backbone of graph database as to why they are gaining much popularity in present situations illustrating the dissimilar types available and their distinction. Owing to the extensive usage of graph algorithms with models, neither a standardised system nor query language has been dispossessed with graph databases. Research and industry acceptance will regulate the upcoming course of graph databases. The authors have tried in representing the graph database with a real life scenario.",2019,7,2019 International Conference on Recent Advances in Energy-efficient Computing and Communication (ICRAECC),,1-5
Graph Database,5107c83173e43f51d1bdebf6cafda525a7c26bf0,Duplicate Management Using Graph Database Systems: A Case Study,https://www.semanticscholar.org/paper/5107c83173e43f51d1bdebf6cafda525a7c26bf0,Brazilian Symposium on Information Systems,"['Book', 'JournalArticle']","The presence of multiple representations of an object of information, referred to as duplicates, is a ubiquitous problem in information system databases. Besides corrupting analysis results, such inconsistencies may compromise the functionality of applications that need to correlate information from different sources, such as auditing and fraud detection systems. The traditional approach to this problem has two steps: first, duplicates are identified in a typically semi-automatic process and, then, each group of duplicates is fused into a single consolidated representation. However, this strategy may result in information loss if records have been erroneously classified as duplicates. This article presents a case study on a different approach, which consists of using graph database systems to model similarity relationships between data objects. In this way, possible duplicates can be dynamically identified using basic operations on graphs. The study was carried out within the scope of the Controladoria Geral do Estado de Goiás, as part of the development of an application to detect evidence of fraud in public bids. Initial results indicate that the proposed approach is effective and efficient in discovering links involving possible duplicates.",2019,8,Proceedings of the XV Brazilian Symposium on Information Systems,,
Graph Database,c2528e88d5554e9df9f9d482ad46cb5331c4d794,Benchmarking Graph Database Backends - What Works Well with Wikidata?,https://www.semanticscholar.org/paper/c2528e88d5554e9df9f9d482ad46cb5331c4d794,Acta Cybernetica,['JournalArticle'],"Knowledge bases often utilize graphs as logical model. RDF-based knowledge bases (KB) are prime examples, as RDF (Resource Description Framework) does use graph as logical model. Graph databases are an emerging breed of NoSQL-type databases, offering graph as the logical model. Although there are specialized databases, the so-called triple stores, for storing RDF data, graph databases can also be promising candidates for storing knowledge. In this paper, we benchmark different graph database implementations loaded with Wikidata, a real-life, large-scale knowledge base. Graph databases come in all shapes and sizes, offer different APIs and graph models. Hence we used a measurement system, that can abstract away the API differences. For the modeling aspect, we made measurements with different graph encodings previously suggested in the literature, in order to observe the impact of the encoding aspect on the overall performance. 
 ",2019,8,Acta Cybern.,24,43-60
Graph Database,a0367346bc355c36badec2d2c47ce55a320cd75e,The study on data migration from relational database to graph database,https://www.semanticscholar.org/paper/a0367346bc355c36badec2d2c47ce55a320cd75e,Journal of Physics: Conference Series,['Conference'],"Under the background of big data, using relational databases to manage massive data may have some problems just like storage capacity and query efficiency. So, there is a new kind of databases called NoSQL to store data. However, the data models of NoSQL databases are different from relation databases. In order to finish migrating historical data from relational databases to NoSQL databases, in terms of graph database in the NoSQL databases, this paper takes ER diagram as the original model, graph model as target, and makes some transformational rules by using the relationships of entities. And this paper proposes an algorithm which can finish data migration by traversing ER diagram and using the transformational rules. This method can reduce the impact of model differences between relational databases and graph databases, ensure the integrity constraint of data, and automatically complete data migration. The experimental results show the validity and correctness of the data migration.",2019,7,Journal of Physics: Conference Series,1345,
Graph Database,223187cf10a24b62b9b0cf5b146cc83526df2ea5,From DIKW pyramid to graph database: a tool for machine processing of nutritional epidemiologic research data,https://www.semanticscholar.org/paper/223187cf10a24b62b9b0cf5b146cc83526df2ea5,2019 IEEE International Conference on Big Data (Big Data),"['JournalArticle', 'Conference']","There is an increased interest in the application of information technology to advance nutritional research. In nutrition science, a graph database enables the creation of multilateral logic relationships throughout the database, which can be used to electronically store, visualize, and scale the outputs of nutritional research. It provides a knowledge structure to standardize nutritional research outputs, which is both human- and machine-readable in a Resource Description Framework format. However, the development of various specific graph databases may cause difficulties for data integration and decrease human-readability. In this article, we propose an approach to develop a graph database according to the Data, Information, Knowledge, and Wisdom or “DIKW” pyramid for nutritional epidemiologic data. Then, authoritative ontologies are suggested to construct the nodes and edges of the graph database to facilitate data integration. Finally, the findability and re-usability of the knowledge in the graph database are showcased using the SPARQL and SQWRL query languages.",2019,7,2019 IEEE International Conference on Big Data (Big Data),,5202-5205
Graph Database,f3b8a3ffa0bdfe5578e0f0f44ea3b66cad38c032,"Graph Database Approach for Data Storing, Presentation and Manipulation",https://www.semanticscholar.org/paper/f3b8a3ffa0bdfe5578e0f0f44ea3b66cad38c032,"International Convention on Information and Communication Technology, Electronics and Microelectronics",['JournalArticle'],"An increasing number of IoT systems and a generation of unstructured data make it difficult to choose and apply a suitable database model. Using a NoSQL database on a test data model shows the advantages of storing, manipulating, and presenting the required data. A test data model was created on a relational database and on a graph database to compare the options of manipulating and presenting the same data. A comparison of these two models was made on a small sample, and the results were displayed on the same query as the default for both types of databases. Simpler query syntax and better visualization of data are some of the benefits presented by this model on the graph database.",2019,6,"2019 42nd International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)",,1548-1552
